Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2005,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2005,Feb. 2005,Mar. 2005,Apr. 2005,May 2005,Jun. 2005,Jul. 2005,Aug. 2005,Sep. 2005,Oct. 2005,Nov. 2005,Dec. 2005,TOTAL
,Retail sales and food services excl gasoline stations,300321,304011,304083,306574,305382,314109,315600,309908,307840,308186,314140,314251,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,228238,230238,229936,232925,232157,234470,233995,236121,237213,240333,240929,240919,
,"Retail sales, total",296696,300557,301308,303760,301776,310989,313520,310046,310673,310479,313303,313473,
,"Retail sales, total (excl. motor vehicle and parts dealers)",224613,226784,227161,230111,228551,231350,231915,236259,240046,242626,240092,240141,
,GAFO(1),85514,87076,86279,87687,87279,88593,88014,88649,88616,90437,90276,89902,
441,Motor vehicle and parts dealers,72083,73773,74147,73649,73225,79639,81605,73787,70627,67853,73211,73332,
"4411,4412",Automobile and other motor vehicle dealers,66148,67949,68419,67796,67471,73811,75821,67954,64858,62054,67189,67308,
4413,"Automotive parts, acc., and tire stores",5935,5824,5728,5853,5754,5828,5784,5833,5769,5799,6022,6024,
"442,443","Furniture, home furn, electronics, and appliance stores",17411,17673,17624,17814,17738,17921,17961,18061,18199,18362,18284,18149,
442,Furniture and home furnishings stores,8856,8908,8840,8994,8963,9093,9084,9193,9244,9315,9319,9260,
443,Electronics and appliance stores,8555,8765,8784,8820,8775,8828,8877,8868,8955,9047,8965,8889,
444,Building mat. and garden equip. and supplies dealers,26126,25797,26219,26520,26510,26569,26538,26814,27111,27664,27674,27324,
4441,Building mat. and supplies dealers,23326,22933,23435,23679,23599,23710,23705,23889,24317,24822,24807,24577,
445,Food and beverage stores,41691,41757,41800,42283,42081,42363,42184,42542,42845,42842,42823,43191,
4451,Grocery stores,37628,37553,37645,38049,37908,38143,37960,38320,38577,38559,38508,38847,
4453,"Beer, wine and liquor stores",2648,2787,2729,2762,2731,2780,2772,2794,2826,2855,2875,2905,
446,Health and personal care stores,17116,17292,17245,17350,17413,17392,17635,17548,17707,17742,17859,18005,
44611,Pharmacies and drug stores,14576,14698,14708,14805,14882,14890,15074,14983,15098,15072,15173,15422,
447,Gasoline stations,28375,29015,29498,30009,29140,29889,30976,33399,36116,35911,33185,33154,
448,Clothing and clothing access. stores,16125,16674,16293,16636,16514,16824,16450,16759,16450,17120,17142,17207,
4481,Clothing stores,11700,12021,11846,12060,11974,12215,11938,12173,11885,12426,12438,12451,
44811,Men's clothing stores,717,744,744,716,723,741,733,750,695,712,737,727,
44812,Women's clothing stores,2990,3043,3000,3061,3045,3133,3039,3094,3086,3155,3183,3173,
4482,Shoe stores,1986,2122,2001,2055,2083,2103,2095,2079,2122,2204,2197,2165,
44831,Jewelry stores,2303,2383,2307,2384,2312,2363,2277,2366,2301,2350,2369,2443,
451,"Sporting goods, hobby, musical instrument, and book stores",6192,6269,6137,6318,6232,6135,6239,6274,6155,6377,6287,6462,
452,General merchandise stores,42556,43183,42949,43601,43423,44354,44017,44214,44502,45267,45226,44778,
4521,Department stores,18034,18173,17818,18153,17808,18263,17858,17822,17557,18070,18048,17765,
4529,Other general merchandise stores,24522,25010,25131,25448,25615,26091,26159,26392,26945,27197,27178,27013,
45291,Warehouse clubs and superstores,21246,21598,21796,22051,22214,22639,22752,22947,23447,23672,23702,23477,
45299,All other gen. merchandise stores,3276,3412,3335,3397,3401,3452,3407,3445,3498,3525,3476,3536,
453,Miscellaneous stores retailers,8784,8949,8890,8839,8932,8879,8927,8881,9010,9086,9151,9044,
454,Nonstore retailers,20237,20175,20506,20741,20568,21024,20988,21767,21951,22255,22461,22827,
4541,Electronic shopping and mail order houses,13688,13686,13986,14070,14297,14520,14727,15091,15056,15282,15482,15697,
45431,Fuel dealers,2678,2670,2781,2722,2678,2795,2815,3010,3156,3021,3035,3153,
722,Food services and drinking places,32000,32469,32273,32823,32746,33009,33056,33261,33283,33618,34022,33932,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
