Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2013,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2013,Feb. 2013,Mar. 2013,Apr. 2013,May 2013,Jun. 2013,Jul. 2013,Aug. 2013,Sep. 2013,Oct. 2013,Nov. 2013,Dec. 2013,TOTAL
44831,Jewelry stores,1792,2545,2144,2244,2719,2137,2018,2149,2001,2232,2657,5781,30419
451,"Sporting goods, hobby, musical instrument, and book stores",6526,5586,6622,5952,6377,6500,6445,7711,6333,6053,7531,11150,82786
45111,Sporting goods stores,3071,3015,3831,3427,3656,3953,3818,4158,3229,3160,3748,5511,44577
45112,"Hobby, toy, and game stores",1029,1079,1250,1117,1127,1067,1118,1156,1172,1351,2156,3298,16920
451211,Book stores,1660,742,707,664,821,724,705,1568,1106,718,742,1323,11480
452,General merchandise stores,46639,48542,54707,50122,54971,53381,52095,55384,50059,53095,60571,74009,653575
4521,Department stores,11307,12042,13922,12562,14037,13339,12611,14159,12517,13332,16905,23827,170560
452111,Department stores(excl. discount department stores),3719,4101,4769,4512,4972,4519,4082,4641,4396,4634,6180,9504,60029
452112,Discount dept. stores,7588,7941,9153,8050,9065,8820,8529,9518,8121,8698,10725,14323,110531
4529,Other general merchandise stores,35332,36500,40785,37560,40934,40042,39484,41225,37542,39763,43666,50182,483015
45291,Warehouse clubs and superstores,31056,31928,35671,32722,35530,34923,34478,36142,32701,34495,38070,43316,421032
45299,All other gen. merchandise stores,4276,4572,5114,4838,5404,5119,5006,5083,4841,5268,5596,6866,61983
453,Miscellaneous store retailers,8078,8159,8901,8909,10318,9263,9353,9856,9270,10044,9480,10471,112102
4532,"Office supplies, stationery, and gift stores",2496,2418,2529,2462,2702,2505,2783,3262,2734,3154,2719,3332,33096
45321,Office supplies and stationery stores,1544,1367,1363,1302,1257,1151,1290,1783,1419,1304,1309,1459,16548
45322,"Gift, novelty, and souvenir stores",952,1051,1166,1160,1445,1354,1493,1479,1315,1850,1410,1873,16548
45330,Used merchandise stores,1173,1142,1270,1198,1265,1237,1300,1391,1221,1416,1317,1220,15150
454,Nonstore retailers,36413,33095,34758,33677,33933,31456,32800,33848,32653,35196,39685,52470,429984
4541,Electronic shopping and mail-order houses,27927,25046,27016,27096,27709,25811,27061,27923,26934,28301,32121,43273,346218
45431,Fuel dealers,5017,4633,4016,2875,2199,1783,1900,1974,2232,3014,3738,5256,38637
722,Food services and drinking places,41805,41503,47577,45573,47505,45461,45501,46916,43666,46074,45295,46608,543484
7224,Drinking places,1692,1672,2020,1764,1844,1714,1707,1795,1710,1818,1773,1722,21231
7225,Restaurants and other eating places,36471,36042,41455,39287,41186,39908,40100,41016,37362,39267,38945,40635,471674
722511,Full service restaurants,18538,18344,21122,19638,20546,19783,19617,20396,18514,19540,19718,21110,236866
"722513, 722514, 722515",Limited service eating places,17933,17698,20333,19649,20640,20125,20483,20620,18848,19727,19227,19525,234808
,ADJUSTED(2),,,,,,,,,,,,,
,"Retail and food services sales, total",412155,417159,414092,412237,414309,415742,418604,417644,417849,419599,420658,423362,
,Retail sales and food services excl motor vehicle and parts,334456,338338,336182,333848,334591,334425,336889,336272,337653,338108,338836,341898,
,Retail sales and food services excl gasoline stations,366111,368113,366505,366068,368716,369914,372598,372006,372097,374524,375935,376690,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,288412,289292,288595,287679,288998,288597,290883,290634,291901,293033,294113,295226,
,"Retail sales, total",367009,372291,369081,367514,369493,371041,373554,372489,372505,373663,373914,377032,
,"Retail sales, total (excl. motor vehicle and parts dealers)",289310,293470,291171,289125,289775,289724,291839,291117,292309,292172,292092,295568,
,GAFO(1),100937,101292,100729,100769,100866,101163,101594,100997,101412,102180,101451,101121,
441,Motor vehicle and parts dealers,77699,78821,77910,78389,79718,81317,81715,81372,80196,81491,81822,81464,
"4411,4412",Automobile and other motor vehicle dealers,70706,71716,70898,71405,72622,74281,74630,74211,73063,74215,74488,74089,
4413,"Automotive parts, acc., and tire stores",6993,7105,7012,6984,7096,7036,7085,7161,7133,7276,7334,7375,
"442,443","Furniture, home furn, electronics, and appliance stores",16723,16727,16509,16502,16422,16644,16571,16614,16612,16807,16747,16461,
442,Furniture and home furnishings stores,7912,7863,7867,7834,7759,7986,7973,8022,8084,8191,8236,7988,
443,Electronics and appliance stores,8811,8864,8642,8668,8663,8658,8598,8592,8528,8616,8511,8473,
444,Building mat. and garden equip. and supplies dealers,24376,24759,24692,24815,25320,24799,25347,25284,25259,24917,24828,24956,
4441,Building mat. and supplies dealers,20848,21098,21175,21458,21724,21449,21648,21730,21708,21541,21450,21427,
445,Food and beverage stores,52654,53230,53103,52733,53253,53217,53618,53693,53820,53943,54066,54606,
4451,Grocery stores,47237,47677,47624,47307,47799,47792,48101,48135,48291,48444,48493,48986,
4453,"Beer, wine and liquor stores",3742,3788,3765,3757,3787,3757,3829,3848,3837,3810,3857,3861,
446,Health and personal care stores,23173,23008,23049,22953,23055,23043,23308,23305,23728,23771,23772,23824,
44611,Pharmacies and drug stores,19430,19248,19282,19171,19212,19250,19402,19479,19924,19791,19878,19917,
447,Gasoline stations,46044,49046,47587,46169,45593,45828,46006,45638,45752,45075,44723,46672,
448,Clothing and clothing access. stores,20434,20305,20316,20498,20376,20368,20578,20315,20305,20790,20279,20565,
4481,Clothing stores,15103,14885,14838,14906,14946,14919,15128,14880,14808,15049,14745,14940,
44811,Men's clothing stores,775,697,714,718,714,700,746,752,740,784,768,758,
44812,Women's clothing stores,3655,3386,3435,3437,3445,3431,3489,3486,3482,3480,3414,3402,
4482,Shoe stores,2596,2618,2676,2780,2704,2714,2759,2742,2737,2857,2747,2800,
44831,Jewelry stores,2520,2573,2574,2585,2490,2502,2455,2448,2517,2645,2555,2591,
451,"Sporting goods, hobby, musical instrument, and book stores",7010,7009,6891,6795,6857,6893,6938,6764,6876,6863,6903,6870,
452,General merchandise stores,54074,54534,54236,54198,54453,54447,54636,54466,54836,54919,54770,54662,
4521,Department stores,14739,14544,14440,14230,14336,14219,14115,14066,14139,14261,14083,13994,
4529,Other general merchandise stores,39335,39990,39796,39968,40117,40228,40521,40400,40697,40658,40687,40668,
45291,Warehouse clubs and superstores,34316,34932,34733,34848,34936,35063,35290,35192,35429,35416,35447,35447,
45299,All other gen. merchandise stores,5019,5058,5063,5120,5181,5165,5231,5208,5268,5242,5240,5221,
453,Miscellaneous stores retailers,9223,9276,9367,9322,9319,9169,9209,9304,9502,9488,9555,9393,
454,Nonstore retailers,35599,35576,35421,35140,35127,35316,35628,35734,35619,35599,36449,37559,
4541,Electronic shopping and mail order houses,28820,28624,28528,28284,28419,28552,28819,28876,28961,28703,29042,29761,
45431,Fuel dealers,3033,3182,3215,3219,3012,2967,3016,2977,3074,3217,3523,3809,
722,Food services and drinking places,45146,44868,45011,44723,44816,44701,45050,45155,45344,45936,46744,46330,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
