Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2008,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2008,Feb. 2008,Mar. 2008,Apr. 2008,May 2008,Jun. 2008,Jul. 2008,Aug. 2008,Sep. 2008,Oct. 2008,Nov. 2008,Dec. 2008,TOTAL
451,"Sporting goods, hobby, musical instrument, and book stores",6532,5495,6107,5910,6463,6363,6371,7964,6183,5616,6746,10811,80561
45111,Sporting goods stores,2315,2415,2995,2984,3276,3408,3308,3543,2725,2482,2796,4530,36777
45112,"Hobby, toy, and game stores",1045,1078,1185,1082,1132,1045,1100,1067,1063,1221,1964,3125,16107
451211,Book stores,2300,1157,1026,1004,1158,1073,1121,2425,1471,1024,1034,2008,16801
452,General merchandise stores,42183,44263,47998,45611,51467,49318,48330,50320,44101,47601,54571,69278,595041
4521,Department stores,13214,14291,15765,14947,16640,15883,15142,16425,13868,15392,19420,27249,198236
452111,Department stores(excl. discount department stores),4558,5150,5612,5487,5996,5469,5169,5669,4891,5382,7223,10543,71149
452112,Discount dept. stores,8656,9141,10153,9460,10644,10414,9973,10756,8977,10010,12197,16706,127087
4529,Other general merchandise stores,28969,29972,32233,30664,34827,33435,33188,33895,30233,32209,35151,42029,396805
45291,Warehouse clubs and superstores,25762,26608,28604,27093,30816,29662,29443,30242,26792,28431,31057,36716,351226
45299,All other gen. merchandise stores,3207,3364,3629,3571,4011,3773,3745,3653,3441,3778,4094,5313,45579
453,Miscellaneous store retailers,9094,8730,8777,8793,10034,9507,9699,9314,9039,9241,8306,10154,110688
4532,"Office supplies, stationery, and gift stores",3213,3092,2976,2851,3138,2906,3124,3538,3072,3136,2885,4156,38087
45321,Office supplies and stationery stores,2115,1854,1742,1685,1640,1495,1726,2182,1839,1581,1504,1909,21272
45322,"Gift, novelty, and souvenir stores",1098,1238,1234,1166,1498,1411,1398,1356,1233,1555,1381,2247,16815
45330,Used merchandise stores,866,893,938,943,987,936,910,947,962,962,949,949,11242
454,Nonstore retailers,27673,25919,26301,26076,25730,24896,25482,24894,25609,26665,25853,34054,319152
4541,Electronic shopping and mail-order houses,18651,17399,17984,18676,18621,18128,18591,18127,18547,19067,18998,26453,229242
45431,Fuel dealers,5377,4899,4460,3486,3074,2803,2878,2731,3060,3528,3314,3965,43575
722,Food services and drinking places,35063,35722,38491,37918,40679,38716,39568,40419,37234,38425,36307,37723,456265
7224,Drinking places,1497,1528,1709,1655,1742,1696,1883,1839,1675,1711,1619,1676,20230
7225,Restaurants and other eating places,30334,30854,33274,32299,34833,33284,34081,34746,31019,32543,31117,32664,391048
722511,Full service restaurants,15506,15862,17102,16289,17706,16704,16957,17422,15356,15973,15532,16644,197053
"722513, 722514, 722515",Limited service eating places,14828,14992,16172,16010,17127,16580,17124,17324,15663,16570,15585,16020,193995
,ADJUSTED(2),,,,,,,,,,,,,
,"Retail and food services sales, total",375236,371833,372745,372572,376036,376455,375038,372284,366729,352950,339350,332091,
,Retail sales and food services excl motor vehicle and parts,301402,299627,300971,302520,306893,309294,310641,307299,304180,296351,284366,277968,
,Retail sales and food services excl gasoline stations,332813,329329,329701,329639,331692,329908,328225,326639,320952,312366,307574,304092,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,258979,257123,257927,259587,262549,262747,263828,261654,258403,255767,252590,249969,
,"Retail sales, total",337412,334584,335193,334843,337947,338311,336771,334045,328343,314830,301332,294025,
,"Retail sales, total (excl. motor vehicle and parts dealers)",263578,262378,263419,264791,268804,271150,272374,269060,265794,258231,246348,239902,
,GAFO(1),95762,95010,95181,95788,97328,97383,97061,96139,93149,92428,92366,91038,
441,Motor vehicle and parts dealers,73834,72206,71774,70052,69143,67161,64397,64985,62549,56599,54984,54123,
"4411,4412",Automobile and other motor vehicle dealers,67606,65976,65537,63765,62769,60739,57934,58687,56200,50253,48542,47728,
4413,"Automotive parts, acc., and tire stores",6228,6230,6237,6287,6374,6422,6463,6298,6349,6346,6442,6395,
"442,443","Furniture, home furn, electronics, and appliance stores",18048,17790,17802,17892,18117,17778,17698,17355,16536,16467,16377,15811,
442,Furniture and home furnishings stores,8873,8594,8631,8606,8587,8473,8369,8154,7722,7735,7640,7460,
443,Electronics and appliance stores,9175,9196,9171,9286,9530,9305,9329,9201,8814,8732,8737,8351,
444,Building mat. and garden equip. and supplies dealers,25721,25659,25456,25292,25650,25700,25897,25329,25217,24568,23196,22909,
4441,Building mat. and supplies dealers,22639,22444,22258,22276,22413,22379,22431,22041,21861,21406,20072,19812,
445,Food and beverage stores,46862,46707,46883,47356,47355,47568,47845,47988,47740,47703,47363,46942,
4451,Grocery stores,42159,42016,42168,42584,42549,42683,42899,43063,42834,42768,42496,42136,
4453,"Beer, wine and liquor stores",3196,3196,3217,3237,3263,3315,3350,3335,3320,3354,3343,3304,
446,Health and personal care stores,20120,20279,20288,20172,20536,20497,20640,20620,20654,20659,20789,20682,
44611,Pharmacies and drug stores,17208,17375,17321,17246,17521,17511,17571,17695,17634,17683,17756,17721,
447,Gasoline stations,42423,42504,43044,42933,44344,46547,46813,45645,45777,40584,31776,27999,
448,Clothing and clothing access. stores,18542,18280,18338,18384,18642,18708,18635,18524,17560,17317,17173,16868,
4481,Clothing stores,13494,13361,13271,13401,13564,13594,13491,13426,12841,12612,12703,12549,
44811,Men's clothing stores,755,725,732,726,732,729,697,704,684,655,654,631,
44812,Women's clothing stores,3267,3285,3268,3310,3312,3280,3299,3278,3195,3068,3041,2928,
4482,Shoe stores,2249,2207,2256,2288,2347,2336,2324,2318,2168,2168,2162,2125,
44831,Jewelry stores,2631,2550,2642,2527,2566,2614,2654,2612,2403,2380,2154,2053,
451,"Sporting goods, hobby, musical instrument, and book stores",6818,6751,6733,6809,6949,6879,6858,6931,6536,6426,6431,6470,
452,General merchandise stores,48951,48927,48990,49433,50375,50762,50582,50131,49436,49260,49464,48906,
4521,Department stores,16813,16822,16697,16708,16916,17059,16779,16645,16079,16016,16329,15839,
4529,Other general merchandise stores,32138,32105,32293,32725,33459,33703,33803,33486,33357,33244,33135,33067,
45291,Warehouse clubs and superstores,28279,28367,28575,28946,29602,29841,29922,29649,29572,29462,29382,29302,
45299,All other gen. merchandise stores,3859,3738,3718,3779,3857,3862,3881,3837,3785,3782,3753,3765,
453,Miscellaneous stores retailers,10074,9380,9355,9277,9310,9308,9583,9163,9080,8914,8630,8564,
454,Nonstore retailers,26019,26101,26530,27243,27526,27403,27823,27374,27258,26333,25149,24751,
4541,Electronic shopping and mail order houses,18688,18729,18891,19293,19478,19472,19673,19387,19482,19010,18197,18383,
45431,Fuel dealers,3382,3532,3805,4044,4061,3970,4177,3918,3883,3630,3324,2810,
722,Food services and drinking places,37824,37249,37552,37729,38089,38144,38267,38239,38386,38120,38018,38066,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
