Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2020,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2020,Feb. 2020,Mar. 2020,Apr. 2020,May 2020,Jun. 2020,Jul. 2020,Aug. 2020,Sep. 2020,Oct. 2020,Nov. 2020,Dec. 2020,TOTAL
442,Furniture and home furnishings stores,10475,10456,8225,4156,7349,10104,10346,10812,10843,10864,10705,10621,
443,Electronics and appliance stores,7467,7381,6135,3527,4272,6004,6981,6986,6886,7114,6851,6456,
444,Building mat. and garden equip. and supplies dealers,32920,32904,32894,32306,36338,36538,35662,36543,36676,36685,37002,37099,
4441,Building mat. and supplies dealers,28808,28817,28969,27902,31790,31816,31023,31848,31820,31901,32211,32252,
445,Food and beverage stores,65321,65326,82758,72069,73724,72538,72734,71780,71774,71191,72198,71382,
4451,Grocery stores,58546,58441,75026,65033,65931,64685,64944,63861,63823,63383,64371,63775,
4453,"Beer, wine and liquor stores",4875,4901,5730,5281,5749,5757,5701,5825,5790,5675,5727,5543,
446,Health and personal care stores,28872,29064,30462,25958,26251,28336,29811,29599,29972,29941,29550,29929,
44611,Pharmacies and drug stores,23821,23875,26786,23838,23648,24954,25691,25236,26071,25615,25097,25398,
447,Gasoline stations,43195,41625,34607,26156,29399,34258,36164,36503,37009,37194,36473,39098,
448,Clothing and clothing access. stores,22914,22560,11500,2840,8465,17712,18137,18579,21411,20766,19609,20095,
4481,Clothing stores,16519,16441,7815,1763,5309,11665,12146,12708,14496,14103,13322,13448,
44811,Men's clothing stores,745,745,319,77,138,310,452,410,416,(S),(S),449,
44812,Women's clothing stores,3259,3227,1472,445,992,2125,2457,2493,2723,2577,2449,2527,
4482,Shoe stores,3017,2968,1620,460,1621,2991,2625,2217,3024,2955,2651,2791,
44831,Jewelry stores,3024,2784,1851,579,1446,2828,3069,3284,3493,3309,3245,3491,
451,"Sporting goods, hobby, musical instrument, and book stores",6759,6769,5642,3771,6680,8552,8108,7526,8127,8026,7887,7737,
452,General merchandise stores,60594,60699,65710,57089,61069,62049,61783,61227,63585,62745,61878,60777,
4521,Department stores,11014,10956,8939,6334,8915,9759,9714,9628,10567,10073,9408,8924,
4529,Other general merchandise stores,49580,49743,56771,50755,52154,52290,52069,51599,53018,52672,52470,51853,
45291,Warehouse clubs and superstores,42838,42975,48813,43405,44125,44324,44439,43980,45310,45038,45042,44602,
45299,All other gen. merchandise stores,6742,6768,7958,7350,8029,7966,7630,7619,7708,7634,7428,7251,
453,Miscellaneous stores retailers,11667,11706,10040,7443,8859,11055,11548,11718,11862,11923,12017,12667,
454,Nonstore retailers,65240,65600,68448,76680,81549,78627,80707,82248,80808,83295,82280,74474,
4541,Electronic shopping and mail order houses,57822,58027,61256,70809,75424,71895,73073,74608,73026,74972,74660,66947,
45431,Fuel dealers,2589,2559,2373,2335,2452,2453,2474,2515,2604,2440,2315,2540,
722,Food services and drinking places,66344,66200,46126,29927,39442,50513,52668,54930,56201,56047,53931,51190,
 ,,,,,,,,,,,,,,
"(S) Suppressed - Estimate does not meet publication standards because of high sampling variability (coefficient of variation is greater than 30%), poor response quality (total quantity response rate",,,,,,,,,,,,,,
"is less than 50%), or other concerns about the estimate's quality.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
