Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2010,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2010,Feb. 2010,Mar. 2010,Apr. 2010,May 2010,Jun. 2010,Jul. 2010,Aug. 2010,Sep. 2010,Oct. 2010,Nov. 2010,Dec. 2010,TOTAL
44831,Jewelry stores,1496,2093,1783,1794,2245,1802,1816,1811,1684,1906,2392,5087,25909
451,"Sporting goods, hobby, musical instrument, and book stores",6247,4995,6033,5659,5885,6237,6092,7381,6113,5658,6985,10942,78227
45111,Sporting goods stores,2373,2303,3118,3001,3078,3413,3266,3415,2828,2611,3107,4894,37407
45112,"Hobby, toy, and game stores",958,1005,1161,1065,1036,1030,1077,1046,1080,1262,2003,3082,15805
451211,Book stores,2150,948,948,858,1015,1020,1003,2134,1400,905,978,1879,15238
452,General merchandise stores,43853,44756,48642,47749,50474,48289,48616,49312,45676,49036,55587,71767,603757
4521,Department stores,12298,12819,14632,14183,14922,14273,13955,14709,13520,14387,18416,26641,184755
452111,Department stores(excl. discount department stores),3910,4398,4870,5153,5133,4858,4653,4927,4824,5032,6607,10536,64901
452112,Discount dept. stores,8388,8421,9762,9030,9789,9415,9302,9782,8696,9355,11809,16105,119854
4529,Other general merchandise stores,31555,31937,34010,33566,35552,34016,34661,34603,32156,34649,37171,45126,419002
45291,Warehouse clubs and superstores,28171,28258,29852,29350,31271,29834,30555,30574,28166,30371,32462,39129,367993
45299,All other gen. merchandise stores,3384,3679,4158,4216,4281,4182,4106,4029,3990,4278,4709,5997,51009
453,Miscellaneous store retailers,7244,7362,8458,8245,9048,9232,8740,8785,8797,9159,8748,10416,104234
4532,"Office supplies, stationery, and gift stores",2634,2530,2697,2562,2673,2633,2670,3099,2904,3022,2957,3929,34310
45321,Office supplies and stationery stores,1738,1550,1628,1480,1411,1393,1418,1884,1687,1448,1462,1675,18774
45322,"Gift, novelty, and souvenir stores",896,980,1069,1082,1262,1240,1252,1215,1217,1574,1495,2254,15536
45330,Used merchandise stores,822,866,1013,964,997,883,977,973,974,1100,1014,1217,11800
454,Nonstore retailers,27365,25743,28768,26480,25502,26773,25188,27180,27205,27550,31867,41336,340957
4541,Electronic shopping and mail-order houses,19565,18419,21629,20385,20021,21027,19875,21602,21327,21388,25275,32975,263488
45431,Fuel dealers,4743,4147,3320,2458,2074,2020,1878,1982,2236,2659,3223,4784,35524
722,Food services and drinking places,35513,35359,39374,39393,40785,39421,41024,40308,38361,40150,37447,39785,466920
7224,Drinking places,1545,1572,1736,1658,1690,1680,1787,1745,1673,1752,1647,1715,20200
7225,Restaurants and other eating places,30952,30536,34162,33799,35152,34109,35598,34878,32260,34116,32037,34357,401956
722511,Full service restaurants,15498,15211,17098,16980,17621,16714,17545,16981,15709,16566,15557,17219,198699
"722513, 722514, 722515",Limited service eating places,15454,15325,17064,16819,17531,17395,18053,17897,16551,17550,16480,17138,203257
,ADJUSTED(2),,,,,,,,,,,,,
,"Retail and food services sales, total",345959,346895,354379,357365,354299,353763,354665,356810,359465,363340,367455,369135,
,Retail sales and food services excl motor vehicle and parts,289219,291039,293482,295536,292676,292396,292045,294159,296205,298610,301943,303898,
,Retail sales and food services excl gasoline stations,308601,309945,317219,320147,317693,318121,318901,320621,322108,324860,328183,327856,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,251861,254089,256322,258318,256070,256754,256281,257970,258848,260130,262671,262619,
,"Retail sales, total",308299,308628,316003,318707,315604,314925,315632,317408,320080,323900,327745,329627,
,"Retail sales, total (excl. motor vehicle and parts dealers)",251559,252772,255106,256878,253981,253558,253012,254757,256820,259170,262233,264390,
,GAFO(1),91772,92769,92786,93044,92456,92424,92198,92572,92764,92943,94776,93842,
441,Motor vehicle and parts dealers,56740,55856,60897,61829,61623,61367,62620,62651,63260,64730,65512,65237,
"4411,4412",Automobile and other motor vehicle dealers,50643,49638,54583,55332,55204,54921,56151,56003,56619,58073,58792,58466,
4413,"Automotive parts, acc., and tire stores",6097,6218,6314,6497,6419,6446,6469,6648,6641,6657,6720,6771,
"442,443","Furniture, home furn, electronics, and appliance stores",15234,15622,15376,15410,15483,15573,15455,15467,15501,15249,15219,15342,
442,Furniture and home furnishings stores,7011,7131,7228,7121,7117,7072,7094,7130,7108,7039,7098,7068,
443,Electronics and appliance stores,8223,8491,8148,8289,8366,8501,8361,8337,8393,8210,8121,8274,
444,Building mat. and garden equip. and supplies dealers,20562,20448,21872,23542,21737,21522,21493,21296,21336,22040,21977,22112,
4441,Building mat. and supplies dealers,17842,17719,19201,20065,19051,18795,18628,18428,18454,18834,18980,19210,
445,Food and beverage stores,47877,48699,48273,48173,48195,47913,47907,48263,48675,48568,49133,49184,
4451,Grocery stores,43028,43735,43304,43142,43266,42963,43011,43258,43646,43493,44077,44184,
4453,"Beer, wine and liquor stores",3394,3451,3448,3488,3416,3435,3383,3478,3469,3501,3482,3450,
446,Health and personal care stores,21165,21199,21363,21471,21399,21661,21733,21863,21910,22128,22180,22272,
44611,Pharmacies and drug stores,18109,18113,18282,18340,18313,18595,18522,18588,18646,18761,18913,18977,
447,Gasoline stations,37358,36950,37160,37218,36606,35642,35764,36189,37357,38480,39272,41279,
448,Clothing and clothing access. stores,17346,17404,17918,17705,17653,17522,17578,17662,17687,18000,18435,18178,
4481,Clothing stores,12860,12885,13268,13188,13135,13035,13013,13087,13200,13262,13621,13526,
44811,Men's clothing stores,595,602,619,608,604,602,594,583,591,620,632,627,
44812,Women's clothing stores,3052,3017,3157,3125,3106,3107,3105,3126,3175,3198,3228,3210,
4482,Shoe stores,2198,2228,2324,2239,2252,2229,2239,2274,2261,2304,2339,2320,
44831,Jewelry stores,2146,2149,2180,2138,2124,2108,2175,2148,2066,2264,2298,2156,
451,"Sporting goods, hobby, musical instrument, and book stores",6501,6412,6522,6416,6496,6497,6488,6446,6462,6571,6775,6584,
452,General merchandise stores,49849,50538,50064,50656,49985,49971,49870,50160,50254,50259,51386,50916,
4521,Department stores,15585,15507,15479,15750,15394,15405,15204,15240,15171,15171,15684,15302,
4529,Other general merchandise stores,34264,35031,34585,34906,34591,34566,34666,34920,35083,35088,35702,35614,
45291,Warehouse clubs and superstores,30162,30883,30368,30573,30390,30350,30433,30666,30783,30771,31334,31278,
45299,All other gen. merchandise stores,4102,4148,4217,4333,4201,4216,4233,4254,4300,4317,4368,4336,
453,Miscellaneous stores retailers,8365,8247,8704,8568,8628,8795,8610,8655,8766,8929,8905,8881,
454,Nonstore retailers,27302,27253,27854,27719,27799,28462,28114,28756,28872,28946,28951,29642,
4541,Electronic shopping and mail order houses,20748,20742,21543,21435,21482,21995,21817,22339,22402,22537,22567,22804,
45431,Fuel dealers,3044,3020,2739,2725,2889,2945,2841,2860,2931,2954,2995,3331,
722,Food services and drinking places,37660,38267,38376,38658,38695,38838,39033,39402,39385,39440,39710,39508,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
