Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2011,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2011,Feb. 2011,Mar. 2011,Apr. 2011,May 2011,Jun. 2011,Jul. 2011,Aug. 2011,Sep. 2011,Oct. 2011,Nov. 2011,Dec. 2011,TOTAL
44611,Pharmacies and drug stores,19155,18117,20042,18944,19505,19081,18541,19481,18845,19302,19103,21133,231249
447,Gasoline stations,38018,36669,44349,45853,48245,47514,48200,48320,45443,45115,42976,42755,533457
448,Clothing and clothing access. stores,13703,15931,18252,18647,18771,17783,17937,19263,17999,18255,20957,31108,228606
4481,Clothing stores,10162,11370,13715,13859,13648,13271,13415,13889,13431,13793,15816,21726,168095
44811,Men's clothing stores,487,497,599,690,677,661,587,549,643,682,707,1081,7860
44812,Women's clothing stores,2345,2753,3449,3582,3508,3285,3060,3027,3301,3297,3625,4816,40048
44814,Family clothing stores,5179,5894,7017,7076,6973,6797,7213,7649,6823,7178,8551,11922,88272
44819,Other clothing stores,968,878,1064,985,1027,1070,985,1001,930,1020,1147,1596,12671
4482,Shoe stores,1778,2186,2379,2422,2322,2243,2347,3022,2320,2287,2499,3455,29260
44831,Jewelry stores,1619,2228,1976,2194,2624,2093,1983,2179,2081,2003,2454,5616,29050
451,"Sporting goods, hobby, musical instrument, and book stores",6073,5190,6172,6000,5960,6256,5997,7627,6372,5581,6904,10515,78647
45111,Sporting goods stores,2414,2456,3266,3246,3169,3505,3334,3623,3011,2746,3227,4998,38995
45112,"Hobby, toy, and game stores",972,1030,1201,1192,1073,1069,1089,1074,1151,1252,1964,3052,16119
451211,Book stores,1950,960,881,797,936,902,865,2142,1335,751,797,1400,13716
452,General merchandise stores,44322,45804,49675,50480,51435,50906,50660,51266,48238,50877,57197,73906,624766
4521,Department stores,11895,12857,14178,14513,14484,14719,13901,14675,13598,14264,18035,26242,183361
452111,Department stores(excl. discount department stores),3959,4507,4970,5233,5162,5174,4781,4976,4895,4994,6630,10457,65738
452112,Discount dept. stores,7936,8350,9208,9280,9322,9545,9120,9699,8703,9270,11405,15785,117623
4529,Other general merchandise stores,32427,32947,35497,35967,36951,36187,36759,36591,34640,36613,39162,47664,441405
45291,Warehouse clubs and superstores,28851,28956,31017,31432,32353,31560,32369,32240,30322,32069,34024,41150,386343
45299,All other gen. merchandise stores,3576,3991,4480,4535,4598,4627,4390,4351,4318,4544,5138,6514,55062
453,Miscellaneous store retailers,7509,8108,8661,8638,9533,9482,9133,9604,9254,9270,8918,10291,108401
4532,"Office supplies, stationery, and gift stores",2541,2614,2680,2548,2790,2630,2615,3115,2916,2950,2828,3856,34083
45321,Office supplies and stationery stores,1603,1489,1578,1369,1368,1301,1345,1912,1645,1387,1451,1669,18117
45322,"Gift, novelty, and souvenir stores",938,1125,1102,1179,1422,1329,1270,1203,1271,1563,1377,2187,15966
45330,Used merchandise stores,942,1029,1182,1066,1063,1004,1009,1210,1115,1186,1182,1260,13248
454,Nonstore retailers,30631,28506,31733,28411,29127,29133,27086,30417,29562,30717,36423,44598,376344
4541,Electronic shopping and mail-order houses,22221,20666,23815,21954,23133,23110,21664,24422,23446,24090,29238,36938,294697
45431,Fuel dealers,5375,4684,4072,2918,2435,2269,2086,2366,2595,3067,3491,4111,39469
722,Food services and drinking places,36961,37394,42036,41761,43020,42080,43301,42385,41383,42415,39703,42911,495350
7224,Drinking places,1557,1616,1825,1754,1751,1720,1829,1717,1721,1742,1631,1705,20568
7225,Restaurants and other eating places,32237,32452,36502,35950,37165,36409,37789,36986,35130,36144,34057,37307,428128
722511,Full service restaurants,16211,16248,18272,17959,18608,18058,18897,18311,17502,17991,16779,19044,213880
"722513, 722514, 722515",Limited service eating places,16026,16204,18230,17991,18557,18351,18892,18675,17628,18153,17278,18263,214248
,ADJUSTED(2),,,,,,,,,,,,,
,"Retail and food services sales, total",372057,375092,378582,380508,380353,383140,382889,384006,387509,390086,391541,391608,
,Retail sales and food services excl motor vehicle and parts,305771,307772,311008,313791,314442,316372,316467,318147,318693,320206,321318,320123,
,Retail sales and food services excl gasoline stations,330279,332798,334759,335904,335053,338526,338135,338931,342427,345240,345919,346317,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,263993,265478,267185,269187,269142,271758,271713,273072,273611,275360,275696,274832,
,"Retail sales, total",332357,334710,338007,339884,339303,341600,341373,342288,345496,347924,349304,349744,
,"Retail sales, total (excl. motor vehicle and parts dealers)",266071,267390,270433,273167,273392,274832,274951,276429,276680,278044,279081,278259,
,GAFO(1),93803,95121,95671,96296,95748,96629,96156,96452,97461,97037,97441,97120,
441,Motor vehicle and parts dealers,66286,67320,67574,66717,65911,66768,66422,65859,68816,69880,70223,71485,
"4411,4412",Automobile and other motor vehicle dealers,59677,60656,60775,59960,59083,59739,59475,58739,61682,62855,63166,64463,
4413,"Automotive parts, acc., and tire stores",6609,6664,6799,6757,6828,7029,6947,7120,7134,7025,7057,7022,
"442,443","Furniture, home furn, electronics, and appliance stores",15210,15501,15881,15842,15670,15666,15820,15948,15877,16040,16031,15993,
442,Furniture and home furnishings stores,6992,7145,7404,7313,7245,7227,7263,7333,7384,7303,7378,7537,
443,Electronics and appliance stores,8218,8356,8477,8529,8425,8439,8557,8615,8493,8737,8653,8456,
444,Building mat. and garden equip. and supplies dealers,21498,21202,21865,22053,22326,22709,22744,22775,22644,23253,22908,23443,
4441,Building mat. and supplies dealers,18647,18317,18955,19160,19263,19563,19761,19709,19584,19932,19651,20092,
445,Food and beverage stores,49674,50017,50080,50836,50385,50943,50984,51182,51049,51324,51416,51215,
4451,Grocery stores,44684,44912,45068,45769,45321,45791,45842,46034,45840,46047,46185,46035,
4453,"Beer, wine and liquor stores",3455,3519,3490,3471,3474,3530,3528,3544,3589,3576,3592,3555,
446,Health and personal care stores,22695,22428,22563,22448,22608,22607,22728,22822,22695,22830,22735,22677,
44611,Pharmacies and drug stores,19368,19131,19234,19116,19350,19293,19273,19365,19348,19399,19374,19264,
447,Gasoline stations,41778,42294,43823,44604,45300,44614,44754,45075,45082,44846,45622,45291,
448,Clothing and clothing access. stores,18363,18592,18718,18957,18846,19182,18998,18922,19489,19136,19311,19494,
4481,Clothing stores,13498,13754,13789,13851,13783,14091,13965,13777,14284,14070,14252,14401,
44811,Men's clothing stores,620,630,652,646,654,663,649,620,668,667,669,687,
44812,Women's clothing stores,3195,3317,3313,3301,3313,3433,3359,3173,3382,3327,3366,3442,
4482,Shoe stores,2364,2368,2346,2382,2396,2465,2415,2437,2495,2486,2494,2533,
44831,Jewelry stores,2319,2290,2392,2536,2487,2445,2430,2522,2525,2396,2383,2382,
451,"Sporting goods, hobby, musical instrument, and book stores",6565,6611,6559,6615,6542,6578,6421,6661,6693,6589,6594,6353,
452,General merchandise stores,50839,51513,51641,52005,51790,52353,52123,52136,52575,52455,52657,52458,
4521,Department stores,15220,15487,15378,15527,15299,15560,15278,15102,15252,15128,15180,15112,
4529,Other general merchandise stores,35619,36026,36263,36478,36491,36793,36845,37034,37323,37327,37477,37346,
45291,Warehouse clubs and superstores,31258,31577,31747,31846,32001,32171,32272,32435,32710,32690,32715,32581,
45299,All other gen. merchandise stores,4361,4449,4516,4632,4490,4622,4573,4599,4613,4637,4762,4765,
453,Miscellaneous stores retailers,8823,9116,8846,9056,8975,9061,9171,9229,9159,9072,9045,8867,
454,Nonstore retailers,30626,30116,30457,30751,30950,31119,31208,31679,31417,32499,32762,32468,
4541,Electronic shopping and mail order houses,23715,23325,23603,23811,24147,24275,24424,24744,24577,25519,25783,25940,
45431,Fuel dealers,3426,3334,3303,3397,3327,3342,3327,3439,3361,3431,3300,2958,
722,Food services and drinking places,39700,40382,40575,40624,41050,41540,41516,41718,42013,42162,42237,41864,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
