Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2012,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2012,Feb. 2012,Mar. 2012,Apr. 2012,May 2012,Jun. 2012,Jul. 2012,Aug. 2012,Sep. 2012,Oct. 2012,Nov. 2012,Dec. 2012,TOTAL
,"Retail sales, total",352862,357379,358719,356849,356018,352043,353891,358450,361470,361991,362876,364488,
,"Retail sales, total (excl. motor vehicle and parts dealers)",281142,284790,286068,283905,282379,279657,280766,284530,286275,287178,287038,287621,
,GAFO(1),98386,99959,99668,98541,98894,98796,98931,99133,99214,98771,99175,100267,
441,Motor vehicle and parts dealers,71720,72589,72651,72944,73639,72386,73125,73920,75195,74813,75838,76867,
"4411,4412",Automobile and other motor vehicle dealers,64527,65522,65671,65933,66687,65451,66088,67009,68148,67769,68866,69889,
4413,"Automotive parts, acc., and tire stores",7193,7067,6980,7011,6952,6935,7037,6911,7047,7044,6972,6978,
"442,443","Furniture, home furn, electronics, and appliance stores",16168,16165,16294,16071,16375,16202,16409,16240,16242,15730,16273,16772,
442,Furniture and home furnishings stores,7646,7627,7587,7502,7652,7544,7650,7593,7614,7416,7620,7972,
443,Electronics and appliance stores,8522,8538,8707,8569,8723,8658,8759,8647,8628,8314,8653,8800,
444,Building mat. and garden equip. and supplies dealers,23657,23588,24587,23423,22721,22516,22700,23071,23652,23831,24146,24126,
4441,Building mat. and supplies dealers,20281,20329,20974,20023,19637,19664,19604,19899,20213,20423,20689,20641,
445,Food and beverage stores,51540,51658,52105,52296,52239,52205,52231,52359,52544,52856,52670,52689,
4451,Grocery stores,46248,46353,46753,46927,46828,46842,46910,47059,47179,47449,47263,47142,
4453,"Beer, wine and liquor stores",3635,3651,3683,3693,3723,3694,3635,3622,3668,3704,3724,3850,
446,Health and personal care stores,22973,22999,22945,23045,22883,22449,22793,22741,22608,22527,22661,22898,
44611,Pharmacies and drug stores,19362,19386,19343,19379,19258,18860,19015,19035,18946,18956,18927,19086,
447,Gasoline stations,45752,47171,47541,47006,45808,43646,43484,46391,47107,47976,46822,45886,
448,Clothing and clothing access. stores,19588,20269,20058,19533,19657,19878,19724,19931,20119,19939,19972,20162,
4481,Clothing stores,14455,14843,14844,14485,14472,14694,14555,14713,14741,14700,14633,14684,
44811,Men's clothing stores,681,661,659,682,687,704,690,681,718,697,683,712,
44812,Women's clothing stores,3509,3538,3602,3451,3445,3486,3449,3365,3493,3507,3472,3418,
4482,Shoe stores,2536,2668,2602,2538,2528,2540,2550,2592,2625,2572,2633,2585,
44831,Jewelry stores,2412,2571,2427,2322,2470,2444,2429,2437,2527,2435,2475,2661,
451,"Sporting goods, hobby, musical instrument, and book stores",6575,6667,6815,6843,6862,6804,6775,6750,6706,6749,6700,6820,
452,General merchandise stores,53149,53944,53658,53285,53154,53132,53280,53554,53450,53674,53464,53676,
4521,Department stores,15021,15239,15182,14849,14675,14766,14807,14744,14706,14549,14415,14438,
4529,Other general merchandise stores,38128,38705,38476,38436,38479,38366,38473,38810,38744,39125,39049,39238,
45291,Warehouse clubs and superstores,33275,33887,33475,33589,33673,33582,33667,33955,33894,34176,34126,34133,
45299,All other gen. merchandise stores,4853,4818,5001,4847,4806,4784,4806,4855,4850,4949,4923,5105,
453,Miscellaneous stores retailers,9307,9411,9186,9196,8890,9080,9182,9086,9107,9157,9088,9326,
454,Nonstore retailers,32433,32918,32879,33207,33790,33745,34188,34407,34740,34739,35242,35266,
4541,Electronic shopping and mail order houses,25932,26420,26365,26528,26921,27065,27369,27712,27937,27958,28530,28642,
45431,Fuel dealers,2789,2742,2630,2962,3164,3122,3244,3264,3369,3240,3216,2910,
722,Food services and drinking places,42858,42950,42942,43365,43313,43542,43676,43712,44085,43708,44520,44538,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
