Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2007,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2007,Feb. 2007,Mar. 2007,Apr. 2007,May 2007,Jun. 2007,Jul. 2007,Aug. 2007,Sep. 2007,Oct. 2007,Nov. 2007,Dec. 2007,TOTAL
4451,Grocery stores,39649,37150,40815,39244,42207,41279,41619,41896,40191,40924,41910,44476,491360
44511,Supermarkets and other grocery (except convenience) stores,37883,35480,38930,37337,40144,39257,39563,39847,38278,39006,40058,42581,468364
4453,"Beer, wine, and liquor stores",2569,2603,3005,2867,3262,3364,3322,3292,3057,3087,3297,4403,38128
446,Health and personal care stores,19598,18431,20224,19259,20181,19542,19375,20154,18864,20208,19639,21689,237164
44611,Pharmacies and drug stores,16985,15822,17258,16532,17279,16497,16542,16992,15966,17264,16713,18434,202284
447,Gasoline stations,30922,29762,35603,36677,41378,40481,40696,40387,37675,39425,39802,39014,451822
448,Clothing and clothing access. stores,13927,15077,18045,17096,18474,17289,16883,18850,16765,17614,20550,30635,221205
4481,Clothing stores,10335,10531,13563,12757,13423,12806,12537,13737,12564,13209,15317,20843,161622
44811,Men's clothing stores,625,600,679,731,740,718,629,636,656,717,804,1237,8772
44812,Women's clothing stores,2639,2694,3499,3531,3760,3412,2770,3205,3177,3306,3598,4703,40294
44814,Family clothing stores,5175,5289,7126,6501,6885,6629,6744,7471,6434,6883,8288,11167,84592
44819,Other clothing stores,919,883,907,814,852,858,1104,913,913,982,1098,1760,12003
4482,Shoe stores,1777,1888,2327,2245,2213,2094,2139,2777,2030,2080,2258,2983,26811
44831,Jewelry stores,1699,2521,1999,1954,2678,2226,2052,2178,2025,2175,2792,6521,30820
451,"Sporting goods, hobby, musical instrument, and book stores",6223,5052,6189,5637,6227,6555,6333,7750,6351,5973,7384,11235,80909
45111,Sporting goods stores,2200,2171,2969,2737,3087,3380,3165,3378,2712,2570,2939,4496,35804
45112,"Hobby, toy, and game stores",948,974,1188,1064,1050,1096,1102,1084,1102,1275,2208,3253,16344
451211,Book stores,2220,1039,1027,930,1134,1161,1220,2327,1578,1129,1227,2179,17171
452,General merchandise stores,40930,40959,46408,45014,47879,47122,45847,48371,43958,46285,54310,71499,578582
4521,Department stores,14119,14441,16534,16091,16924,16307,15653,17283,15254,16354,20878,29554,209392
452111,Department stores(excl. discount department stores),4890,5305,5941,5965,6222,5820,5458,6155,5626,5929,7754,11822,76887
452112,Discount dept. stores,9229,9136,10593,10126,10702,10487,10195,11128,9628,10425,13124,17732,132505
4529,Other general merchandise stores,26811,26518,29874,28923,30955,30815,30194,31088,28704,29931,33432,41945,369190
45291,Warehouse clubs and superstores,23826,23432,26305,25435,27163,27231,26736,27534,25356,26270,29236,36439,324963
45299,All other gen. merchandise stores,2985,3086,3569,3488,3792,3584,3458,3554,3348,3661,4196,5506,44227
453,Miscellaneous store retailers,8713,8496,9416,8850,10624,10325,9597,10151,9442,9828,9703,11273,116418
4532,"Office supplies, stationery, and gift stores",3273,3119,3307,2978,3289,3138,3229,3883,3311,3522,3563,4633,41245
45321,Office supplies and stationery stores,2173,1900,1985,1709,1746,1669,1784,2421,1948,1845,1880,2144,23204
45322,"Gift, novelty, and souvenir stores",1100,1219,1322,1269,1543,1469,1445,1462,1363,1677,1683,2489,18041
45330,Used merchandise stores,804,873,1037,828,927,885,836,895,885,1007,944,1009,10930
454,Nonstore retailers,25438,24352,25727,23529,24347,23146,23423,24888,23498,26932,29497,33990,308767
4541,Electronic shopping and mail-order houses,17540,16118,18040,16927,18053,17211,17617,18523,17206,19574,21583,25289,223681
45431,Fuel dealers,4268,4657,3566,2777,2268,1978,1989,2207,2338,2988,3719,4681,37436
722,Food services and drinking places,33593,33097,38225,36554,38311,38450,38539,38825,36791,37608,35954,38604,444551
7224,Drinking places,1520,1475,1754,1605,1701,1701,1830,1713,1668,1664,1623,1634,19888
7225,Restaurants and other eating places,29110,28557,32966,31229,32930,33151,33196,33725,30911,31744,30691,33296,381506
722511,Full service restaurants,15272,15043,17176,16159,16816,16860,16720,17025,15599,15926,15555,17354,195505
"722513, 722514, 722515",Limited service eating places,13838,13514,15790,15070,16114,16291,16476,16700,15312,15818,15136,15942,186001
,ADJUSTED(2),,,,,,,,,,,,,
,"Retail and food services sales, total",363616,364006,367158,366187,370934,368154,369614,371358,372869,375289,378860,374298,
,Retail sales and food services excl motor vehicle and parts,288217,288165,291686,289982,293748,293360,294682,294809,295693,297672,302939,300953,
,Retail sales and food services excl gasoline stations,329372,329074,331159,329837,332938,330844,332651,334135,334659,335982,336875,332705,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,253973,253233,255687,253632,255752,256050,257719,257586,257483,258365,260954,259360,
,"Retail sales, total",327181,327953,330579,329560,334202,331076,332342,334169,335442,337530,341133,336189,
,"Retail sales, total (excl. motor vehicle and parts dealers)",251782,252112,255107,253355,257016,256282,257410,257620,258266,259913,265212,262844,
,GAFO(1),95346,93848,95552,94448,95092,94834,95755,95988,95203,95659,96837,96336,
441,Motor vehicle and parts dealers,75399,75841,75472,76205,77186,74794,74932,76549,77176,77617,75921,73345,
"4411,4412",Automobile and other motor vehicle dealers,69294,69794,69224,70074,70918,68600,68703,70288,70881,71206,69638,67126,
4413,"Automotive parts, acc., and tire stores",6105,6047,6248,6131,6268,6194,6229,6261,6295,6411,6283,6219,
"442,443","Furniture, home furn, electronics, and appliance stores",18838,18492,18432,18438,18421,18287,18403,18574,18315,18435,18656,18377,
442,Furniture and home furnishings stores,9609,9369,9406,9430,9331,9264,9315,9300,9141,9142,9094,9009,
443,Electronics and appliance stores,9229,9123,9026,9008,9090,9023,9088,9274,9174,9293,9562,9368,
444,Building mat. and garden equip. and supplies dealers,27533,27088,27506,26610,27144,26638,26860,26625,26412,26248,26566,25634,
4441,Building mat. and supplies dealers,24620,24037,24171,23833,24057,23748,23847,23568,23217,23030,23042,22691,
445,Food and beverage stores,44856,45274,45271,44988,45454,45627,45754,45643,45853,46113,46624,46831,
4451,Grocery stores,40253,40646,40572,40416,40740,40870,41044,40954,41095,41379,41868,41998,
4453,"Beer, wine and liquor stores",3077,3129,3170,3103,3214,3257,3225,3184,3198,3156,3182,3235,
446,Health and personal care stores,19423,19401,19540,19572,19650,19880,19831,20014,20132,19988,19938,19825,
44611,Pharmacies and drug stores,16668,16620,16723,16750,16792,16868,16949,16975,17003,16942,16950,17069,
447,Gasoline stations,34244,34932,35999,36350,37996,37310,36963,37223,38210,39307,41985,41593,
448,Clothing and clothing access. stores,18493,18144,18643,18189,18545,18388,18522,18491,18412,18431,18759,18570,
4481,Clothing stores,13515,13294,13689,13290,13564,13416,13471,13484,13426,13444,13689,13576,
44811,Men's clothing stores,782,770,738,747,739,724,720,667,705,718,736,752,
44812,Women's clothing stores,3392,3363,3404,3369,3540,3433,3112,3374,3323,3343,3353,3338,
4482,Shoe stores,2278,2150,2288,2216,2204,2230,2266,2263,2219,2208,2249,2248,
44831,Jewelry stores,2543,2536,2502,2521,2618,2579,2621,2584,2603,2614,2657,2580,
451,"Sporting goods, hobby, musical instrument, and book stores",6489,6494,6779,6640,6805,6850,6936,6780,6749,6834,6940,6756,
452,General merchandise stores,48034,47293,48132,47679,47887,47852,48412,48704,48288,48540,49047,49302,
4521,Department stores,18064,17586,17798,17480,17521,17328,17559,17527,17260,17292,17346,17199,
4529,Other general merchandise stores,29970,29707,30334,30199,30366,30524,30853,31177,31028,31248,31701,32103,
45291,Warehouse clubs and superstores,26298,26123,26651,26550,26709,26882,27198,27479,27353,27508,27924,28269,
45299,All other gen. merchandise stores,3672,3584,3683,3649,3657,3642,3655,3698,3675,3740,3777,3834,
453,Miscellaneous stores retailers,9629,9489,9771,9586,9843,9988,9759,9740,9783,9620,9632,9688,
454,Nonstore retailers,24243,25505,25034,25303,25271,25462,25970,25826,26112,26397,27065,26268,
4541,Electronic shopping and mail order houses,17558,17989,18149,18143,18421,18586,19087,18920,19012,19323,19603,18719,
45431,Fuel dealers,2731,3577,2911,3192,2949,2879,2899,2908,3126,3119,3440,3480,
722,Food services and drinking places,36435,36053,36579,36627,36732,37078,37272,37189,37427,37759,37727,38109,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
