Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2015,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2015,Feb. 2015,Mar. 2015,Apr. 2015,May 2015,Jun. 2015,Jul. 2015,Aug. 2015,Sep. 2015,Oct. 2015,Nov. 2015,Dec. 2015,TOTAL
4441,Building mat. and supplies dealers,18481,17308,22543,25266,26543,26244,26289,24078,23954,24370,23102,22993,281171
44412,Paint and wallpaper stores,684,668,858,923,944,1046,1044,992,977,948,766,730,10580
44413,Hardware stores,1735,1664,1969,2133,2245,2118,2054,2016,1861,2061,1888,1955,23699
445,Food and beverage stores,56749,52155,56741,55703,59296,56827,59294,57957,55775,57692,57099,62185,687473
4451,Grocery stores,51643,47164,51221,50112,53188,50889,53017,51991,50083,51795,51135,53848,616086
44511,Supermarkets and other grocery (except convenience) stores,49782,45356,49167,48012,50870,48597,50611,49709,47930,49666,49139,51876,590715
4453,"Beer, wine, and liquor stores",3486,3397,3761,3768,4222,4104,4409,4140,3955,4145,4135,5634,49156
446,Health and personal care stores,25287,23734,26412,25190,25120,25330,25474,25384,25749,26251,25424,30134,309489
44611,Pharmacies and drug stores,21360,19742,21974,21160,21061,21078,21349,21105,21574,22163,21196,24690,258452
447,Gasoline stations,33142,32288,37609,37945,42253,42879,44000,42053,37692,38138,34074,33674,455747
448,Clothing and clothing access. stores,15840,18079,20819,20470,22239,19758,20671,22424,19233,20750,23122,33521,256926
4481,Clothing stores,11638,12627,15495,15134,16199,14618,15277,16214,14316,15600,17402,22861,187381
44811,Men's clothing stores,613,668,739,814,848,762,705,762,742,799,810,1137,9399
44812,Women's clothing stores,2486,2734,3470,3396,3671,3169,3130,3326,3085,3401,3593,4778,40239
44814,Family clothing stores,5997,6492,8110,7999,8600,7812,8459,8766,7725,8555,9811,12582,100908
44819,Other clothing stores,1273,1289,1459,1348,1366,1408,1361,1523,1286,1316,1421,1947,16997
4482,Shoe stores,2108,2655,3008,2822,2960,2607,2957,3758,2685,2779,2919,4151,35409
44831,Jewelry stores,1886,2611,2126,2291,2841,2339,2218,2248,2031,2160,2575,6035,31361
451,"Sporting goods, hobby, musical instrument, and book stores",6256,5427,6531,6239,6639,6732,6790,7916,6866,6438,7610,12110,85554
45111,Sporting goods stores,2869,2863,3733,3615,3876,4150,4154,4386,3697,3468,3878,6213,46902
45112,"Hobby, toy, and game stores",1127,1157,1320,1222,1232,1154,1189,1196,1281,1431,2168,3573,18050
451211,Book stores,1487,686,656,651,750,683,692,1546,1063,718,724,1318,10974
452,General merchandise stores,49843,49471,55122,52865,57963,54675,55412,57313,52193,56241,62188,76852,680138
4521,Department stores,10843,11265,13222,12379,13732,12619,12625,13740,12099,13033,16423,23094,165074
452111,Department stores(excl. discount department stores),3410,3839,4422,4451,4879,4184,4049,4343,4184,4408,5973,9157,57299
452112,Discount dept. stores,7433,7426,8800,7928,8853,8435,8576,9397,7915,8625,10450,13937,107775
4529,Other general merchandise stores,39000,38206,41900,40486,44231,42056,42787,43573,40094,43208,45765,53758,515064
45291,Warehouse clubs and superstores,34246,33229,36342,35096,38377,36489,37224,38087,34736,37413,39737,46086,447062
45299,All other gen. merchandise stores,4754,4977,5558,5390,5854,5567,5563,5486,5358,5795,6028,7672,68002
453,Miscellaneous store retailers,8566,8436,9285,9373,10900,10394,10354,10386,9686,10276,9680,11154,118490
4532,"Office supplies, stationery, and gift stores",2458,2311,2381,2434,2530,2415,2625,2990,2670,3101,2472,3584,31971
45321,Office supplies and stationery stores,1414,1206,1179,1146,1087,1039,1140,1557,1289,1124,1048,1255,14484
45322,"Gift, novelty, and souvenir stores",1044,1105,1202,1288,1443,1376,1485,1433,1381,1977,1424,2329,17487
45330,Used merchandise stores,1182,1125,1345,1294,1346,1310,1430,1477,1397,1524,1321,1348,16099
454,Nonstore retailers,39035,37502,41105,39138,37973,38554,39159,38411,39353,40944,46411,60776,498361
4541,Electronic shopping and mail-order houses,30801,29056,33099,32556,32212,32740,33452,33055,33618,34577,40199,53781,419146
45431,Fuel dealers,4888,5128,4138,2512,1836,1694,1675,1601,1790,2313,2388,2826,32789
722,Food services and drinking places,48089,46736,53263,52412,55541,52138,53200,53202,50763,54025,50184,54546,624099
7224,Drinking places,1712,1651,1909,1783,1928,1787,1884,1888,1786,1925,1819,1942,22014
7225,Restaurants and other eating places,42259,40795,46833,45609,48625,45981,46940,46759,43524,46418,43635,47925,545303
722511,Full service restaurants,22141,21339,24154,22950,24763,22908,23258,23344,21584,23333,21976,24848,276598
"722513, 722514, 722515",Limited service eating places,20118,19456,22679,22659,23862,23073,23682,23415,21940,23085,21659,23077,268705
,ADJUSTED(2),,,,,,,,,,,,,
,"Retail and food services sales, total",436482,435847,442487,443095,446529,447343,450350,450521,448635,447262,449121,450792,
,Retail sales and food services excl motor vehicle and parts,347963,348562,351347,351403,354216,354938,357855,357320,355035,354371,355197,357320,
,Retail sales and food services excl gasoline stations,399901,398039,404110,405263,407260,407456,410057,411292,411682,410696,412987,414816,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,311382,310754,312970,313571,314947,315051,317562,318091,318082,317805,319063,321344,
,"Retail sales, total",385648,385157,391420,391356,394718,395464,398193,398105,396248,394503,396240,397052,
,"Retail sales, total (excl. motor vehicle and parts dealers)",297129,297872,300280,299664,302405,303059,305698,304904,302648,301612,302316,303580,
,GAFO(1),104531,104165,104604,104743,105693,105209,105660,105616,105813,105201,105395,106181,
441,Motor vehicle and parts dealers,88519,87285,91140,91692,92313,92405,92495,93201,93600,92891,93924,93472,
"4411,4412",Automobile and other motor vehicle dealers,81226,79893,83687,84131,84717,84717,84764,85573,86017,85294,86196,85820,
4413,"Automotive parts, acc., and tire stores",7293,7392,7453,7561,7596,7688,7731,7628,7583,7597,7728,7652,
"442,443","Furniture, home furn, electronics, and appliance stores",17315,16998,17114,17264,17509,17440,17435,17442,17432,17455,17286,17503,
442,Furniture and home furnishings stores,8688,8501,8759,8882,9066,8903,9064,9086,9045,9162,9152,9361,
443,Electronics and appliance stores,8627,8497,8355,8382,8443,8537,8371,8356,8387,8293,8134,8142,
444,Building mat. and garden equip. and supplies dealers,26517,25555,26534,26690,26826,26570,27326,27385,27138,27331,27638,28165,
4441,Building mat. and supplies dealers,23015,22161,23145,23180,23182,23001,23641,23722,23507,23660,24065,24671,
445,Food and beverage stores,57112,57196,57188,57092,57163,57419,57573,57593,57407,57134,57540,57365,
4451,Grocery stores,51233,51321,51272,51135,51241,51455,51573,51578,51420,51231,51599,51333,
4453,"Beer, wine and liquor stores",4021,4034,4101,4060,4087,4096,4124,4136,4103,4084,4119,4176,
446,Health and personal care stores,25440,25249,25793,25393,25348,25534,25783,25955,26194,26043,26210,26433,
44611,Pharmacies and drug stores,21149,20958,21628,21181,21188,21291,21456,21580,22241,21750,21874,22124,
447,Gasoline stations,36581,37808,38377,37832,39269,39887,40293,39229,36953,36566,36134,35976,
448,Clothing and clothing access. stores,21039,21326,21381,21444,21626,21391,21548,21587,21446,21239,21348,21506,
4481,Clothing stores,15314,15572,15651,15689,15816,15569,15704,15789,15704,15512,15596,15541,
44811,Men's clothing stores,776,805,779,780,781,777,784,810,778,776,777,797,
44812,Women's clothing stores,3405,3350,3356,3300,3390,3350,3351,3408,3310,3347,3305,3401,
4482,Shoe stores,2884,2911,2906,2885,2963,2916,2969,2947,2987,2998,2966,3041,
44831,Jewelry stores,2612,2627,2609,2627,2631,2685,2644,2626,2523,2497,2550,2664,
451,"Sporting goods, hobby, musical instrument, and book stores",6951,6985,7076,7082,7123,7094,7140,7170,7197,7106,7213,7353,
452,General merchandise stores,56497,56158,56368,56245,56778,56644,56924,56743,57113,56750,56938,57161,
4521,Department stores,13986,13836,13959,13801,14037,13770,13709,13682,13755,13669,13627,13512,
4529,Other general merchandise stores,42511,42322,42409,42444,42741,42874,43215,43061,43358,43081,43311,43649,
45291,Warehouse clubs and superstores,36983,36798,36783,36904,37079,37234,37562,37340,37634,37338,37559,37837,
45299,All other gen. merchandise stores,5528,5524,5626,5540,5662,5640,5653,5721,5724,5743,5752,5812,
453,Miscellaneous stores retailers,9847,9760,9788,9725,9997,10040,10059,10158,9714,9726,9863,9763,
454,Nonstore retailers,39830,40837,40661,40897,40766,41040,41617,41642,42054,42262,42146,42355,
4541,Electronic shopping and mail order houses,33155,33591,33706,34162,34341,34427,35028,35240,35612,35831,36053,36363,
45431,Fuel dealers,2982,3539,3125,2810,2676,2715,2667,2566,2532,2495,2179,1960,
722,Food services and drinking places,50834,50690,51067,51739,51811,51879,52157,52416,52387,52759,52881,53740,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
