Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2006,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2006,Feb. 2006,Mar. 2006,Apr. 2006,May 2006,Jun. 2006,Jul. 2006,Aug. 2006,Sep. 2006,Oct. 2006,Nov. 2006,Dec. 2006,TOTAL
443142,Electronics stores,7450,6938,7223,6427,6903,7006,6933,7482,6888,6594,8745,13757,92346
444,Building mat. and garden equip. and supplies dealers,23330,22823,29657,31112,34154,31748,28225,29303,26467,27821,25932,23558,334130
4441,Building mat. and supplies dealers,21699,21119,26691,26428,29070,27883,25437,26886,24150,25298,23414,21307,299382
44412,Paint and wallpaper stores,744,716,895,847,982,985,918,998,884,900,795,668,10332
44413,Hardware stores,1343,1279,1554,1755,2004,1877,1752,1726,1598,1654,1691,1750,19983
445,Food and beverage stores,41168,39281,42901,42455,44850,44052,44899,44784,43148,43709,44640,49345,525232
4451,Grocery stores,37489,35506,38827,38269,40341,39569,40357,40340,38766,39322,39989,42924,471699
44511,Supermarkets and other grocery (except convenience) stores,35773,33851,36978,36338,38267,37510,38247,38231,36817,37407,38171,41102,448692
4453,"Beer, wine, and liquor stores",2424,2519,2753,2791,3017,3055,3117,3024,2997,2913,3137,4269,36016
446,Health and personal care stores,17892,17218,19024,17763,19038,18454,18006,18813,18100,18892,18890,21246,223336
44611,Pharmacies and drug stores,15257,14681,16174,15225,16271,15720,15426,16092,15483,16382,16252,18055,191018
447,Gasoline stations,30800,29253,33887,36002,39016,39126,40585,41051,34830,33208,31556,32662,421976
448,Clothing and clothing access. stores,12893,14474,16386,16848,17103,16505,16275,17832,16767,17253,19391,31462,213189
4481,Clothing stores,9489,9824,12148,12495,12204,12178,12107,12948,12435,12964,14375,21379,154546
44811,Men's clothing stores,570,557,660,693,693,704,623,716,718,781,823,1306,8844
44812,Women's clothing stores,2518,2518,3194,3379,3340,3183,2923,2960,3164,3197,3414,5019,38809
44814,Family clothing stores,4670,5017,6223,6460,6270,6342,6551,7008,6516,6936,7910,11809,81712
44819,Other clothing stores,824,786,902,833,845,904,864,961,832,859,966,1466,11042
4482,Shoe stores,1724,1919,2133,2342,2178,2055,2103,2645,2174,2157,2214,3038,26682
44831,Jewelry stores,1560,2600,1968,1876,2568,2122,1928,2093,2017,1993,2630,6748,30103
451,"Sporting goods, hobby, musical instrument, and book stores",6344,5171,5975,5665,5911,6113,5905,7213,6442,5693,6855,11247,78534
45111,Sporting goods stores,2100,2154,2792,2713,2776,3012,2872,3085,2752,2447,2710,4456,33869
45112,"Hobby, toy, and game stores",1063,1022,1117,1094,1040,1048,1070,1043,1086,1205,1933,3299,16020
451211,Book stores,2225,1101,1092,987,1176,1238,1135,2142,1554,1054,1142,2132,16978
452,General merchandise stores,38667,39537,43272,44249,45394,44758,43941,45185,42594,44707,51829,70123,554256
4521,Department stores,14033,14800,16490,16811,17005,16706,16025,16997,15781,16675,21167,30665,213155
452111,Department stores(excl. discount department stores),5048,5717,6206,6194,6437,6058,5694,6236,5918,6158,7982,12649,80297
452112,Discount dept. stores,8985,9083,10284,10617,10568,10648,10331,10761,9863,10517,13185,18016,132858
4529,Other general merchandise stores,24634,24737,26782,27438,28389,28052,27916,28188,26813,28032,30662,39458,341101
45291,Warehouse clubs and superstores,21710,21697,23380,24005,24820,24528,24545,24737,23513,24515,26605,33901,297956
45299,All other gen. merchandise stores,2924,3040,3402,3433,3569,3524,3371,3451,3300,3517,4057,5557,43145
453,Miscellaneous store retailers,8671,8550,9088,8735,10156,9624,8970,9663,9242,9512,9621,11862,113694
4532,"Office supplies, stationery, and gift stores",3146,3133,3137,2824,3175,3080,3097,3777,3450,3590,3672,5209,41290
45321,Office supplies and stationery stores,2156,1870,1936,1599,1735,1650,1614,2285,2031,1793,1875,2244,22788
45322,"Gift, novelty, and souvenir stores",990,1263,1201,1225,1440,1430,1483,1492,1419,1797,1797,2965,18502
45330,Used merchandise stores,875,777,888,891,862,848,754,846,873,920,907,972,10413
454,Nonstore retailers,23280,21965,25117,21171,22671,21909,20515,23323,22304,24580,26329,31179,284343
4541,Electronic shopping and mail-order houses,15811,14531,17046,15024,16071,15795,14768,16897,16050,17497,19037,23724,202251
45431,Fuel dealers,3861,3828,3797,2523,2432,2294,2131,2497,2382,2945,3179,3611,35480
722,Food services and drinking places,32394,31634,35840,35141,36167,35771,36298,36640,35439,35820,33839,37803,422786
7224,Drinking places,1470,1455,1664,1589,1653,1639,1695,1694,1631,1640,1556,1647,19333
7225,Restaurants and other eating places,28260,27378,30970,30142,31104,30986,31548,31728,30094,30416,29023,32631,364280
722511,Full service restaurants,14514,14020,15680,15287,15737,15651,15940,16064,15414,15480,14939,17365,186091
"722513, 722514, 722515",Limited service eating places,13746,13358,15290,14855,15367,15335,15608,15664,14680,14936,14084,15266,178189
,ADJUSTED(2),,,,,,,,,,,,,
,"Retail and food services sales, total",357331,354706,355665,357423,356704,357879,359006,360691,358961,358462,359266,363730,
,Retail sales and food services excl motor vehicle and parts,280574,280598,281056,282525,282623,282510,283042,285504,284382,283015,283202,288292,
,Retail sales and food services excl gasoline stations,323033,320532,321470,321777,320545,321651,322043,322995,324026,325550,325944,328835,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,246276,246424,246861,246879,246464,246282,246079,247808,249447,250103,249880,253397,
,"Retail sales, total",322348,320171,320869,322561,321794,323184,324204,325324,323236,322678,323343,326849,
,"Retail sales, total (excl. motor vehicle and parts dealers)",245591,246063,246260,247663,247713,247815,248240,250137,248657,247231,247279,251411,
,GAFO(1),92097,91747,91609,92088,91665,92148,91967,92044,93848,93284,93195,94795,
441,Motor vehicle and parts dealers,76757,74108,74609,74898,74081,75369,75964,75187,74579,75447,76064,75438,
"4411,4412",Automobile and other motor vehicle dealers,70547,68077,68596,68909,68180,69407,69950,69157,68476,69373,70063,69320,
4413,"Automotive parts, acc., and tire stores",6210,6031,6013,5989,5901,5962,6014,6030,6103,6074,6001,6118,
"442,443","Furniture, home furn, electronics, and appliance stores",18956,18540,18616,18567,18500,18615,18568,18546,18707,18328,18469,18812,
442,Furniture and home furnishings stores,9561,9439,9431,9402,9368,9485,9442,9422,9549,9375,9311,9334,
443,Electronics and appliance stores,9395,9101,9185,9165,9132,9130,9126,9124,9158,8953,9158,9478,
444,Building mat. and garden equip. and supplies dealers,29686,29479,29289,28905,27864,27339,27327,27358,26994,27161,26647,27100,
4441,Building mat. and supplies dealers,26789,26699,26401,25910,25017,24480,24459,24531,24054,24278,23746,24158,
445,Food and beverage stores,42681,43379,43233,43269,43654,43782,43827,44160,43846,44542,44572,44730,
4451,Grocery stores,38254,38889,38866,38891,39242,39372,39411,39705,39356,40002,39989,40153,
4453,"Beer, wine and liquor stores",2938,3035,2954,2972,2990,2989,2991,2997,3024,3016,3072,3069,
446,Health and personal care stores,18000,18124,18222,18294,18466,18584,18640,18757,18933,19044,19276,19385,
44611,Pharmacies and drug stores,15257,15405,15522,15664,15736,15895,15985,16124,16162,16415,16550,16671,
447,Gasoline stations,34298,34174,34195,35646,36159,36228,36963,37696,34935,32912,33322,34895,
448,Clothing and clothing access. stores,17331,17384,17385,17542,17492,17701,17691,17635,18256,18126,17910,18497,
4481,Clothing stores,12505,12437,12565,12782,12601,12836,12893,12786,13180,13195,12990,13518,
44811,Men's clothing stores,716,717,727,709,709,718,708,734,777,786,749,776,
44812,Women's clothing stores,3232,3144,3162,3197,3181,3222,3277,3162,3265,3249,3245,3438,
4482,Shoe stores,2225,2203,2135,2226,2193,2193,2186,2190,2360,2290,2236,2254,
44831,Jewelry stores,2441,2590,2536,2381,2545,2520,2465,2507,2560,2485,2524,2564,
451,"Sporting goods, hobby, musical instrument, and book stores",6735,6629,6610,6580,6503,6524,6461,6412,6690,6589,6461,6566,
452,General merchandise stores,45710,45774,45635,46048,45806,45956,45838,46043,46712,46679,46800,47344,
4521,Department stores,18107,17981,17888,17932,17757,17847,17584,17490,17826,17657,17609,17713,
4529,Other general merchandise stores,27603,27793,27747,28116,28049,28109,28254,28553,28886,29022,29191,29631,
45291,Warehouse clubs and superstores,23989,24242,24203,24570,24526,24553,24668,24962,25256,25430,25533,25879,
45299,All other gen. merchandise stores,3614,3551,3544,3546,3523,3556,3586,3591,3630,3592,3658,3752,
453,Miscellaneous stores retailers,9620,9512,9398,9507,9475,9324,9287,9305,9378,9501,9563,9876,
454,Nonstore retailers,22574,23068,23677,23305,23794,23762,23638,24225,24206,24349,24259,24206,
4541,Electronic shopping and mail order houses,16019,16182,16728,16420,16483,16732,16501,17102,17351,17462,17401,17704,
45431,Fuel dealers,2501,2949,2955,3058,3213,3191,3219,3286,3070,3084,3010,2685,
722,Food services and drinking places,34983,34535,34796,34862,34910,34695,34802,35367,35725,35784,35923,36881,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
